jid,formula,formation_energy_per_atom,optb88vdw_bandgap,mbj_bandgap,ehull,spacegroup_number,natoms,volume,bulk_modulus_kv,shear_modulus_gv
JVASP-135313,LiSbO,-1.18107,0.0,0.0,0.3223,,,,,
JVASP-132957,RbLaMo2O8,-2.65213,3.752,na,0.0,,,,,
JVASP-134157,RbBiCl,-0.45523,0.0,na,0.9388,,,,,
JVASP-135013,NaHSe,-0.10931,0.0,na,0.5151,,,,,
JVASP-143571,Li7Mn5O12,-2.12283,0.0,na,0.0001,,,,,
JVASP-140996,Mn2O2F3,-2.17183,0.0,na,0.0,,,,,
JVASP-131930,AlI3,-0.12269,0.0,na,0.5564,,,,,
JVASP-138489,AgP2,0.1649,0.0,na,0.1823,,,,,
JVASP-139314,LiC,-0.01027,0.0,0.0,0.1245,,,,,
JVASP-123512,U3Pb,0.26769,0.0,na,0.2677,,,,,
JVASP-135814,BaSiBr,-0.41588,0.52,na,0.9609,,,,,
JVASP-139054,MgHSe,0.08938,0.0,na,0.9962,,,,,
JVASP-129973,LuPu7,0.30096,0.0,na,0.7275,,,,,
JVASP-136612,RbSnF3,-2.59181,2.28,2.869,0.0616,,,,,
JVASP-141480,Sm2MgSe4,-1.73853,1.6,na,0.0633,,,,,
JVASP-144742,K2NaFeO3,-1.58982,0.095,na,0.0,,,,,
JVASP-144272,AlPS4,-0.63793,2.482,na,0.0018,,,,,
JVASP-137141,AsPCl,0.35897,0.0,na,0.6686,,,,,
JVASP-136338,SClF,0.13218,0.0,na,0.8937,,,,,
JVASP-141975,Dy5Si2Sb2,-0.93013,0.0,na,0.0,,,,,
JVASP-140533,Li3Fe2O6,-1.79413,0.046,na,0.0008,,,,,
JVASP-144509,CeSb2,-0.82573,0.0,na,0.0002,,,,,
JVASP-140295,ZnH6,0.12383,4.4,na,0.125,,,,,
JVASP-141246,Na3NpO8,-1.76508,0.374,na,0.0012,,,,,
JVASP-138231,HfBiO3,-2.41583,0.0,na,0.3248,,,,,
JVASP-140751,Ce3IrI3,-1.18949,0.0,na,0.0,,,,,
JVASP-139923,LiSbMo2O8,-2.07055,1.949,na,0.0,,,,,
JVASP-130742,BaHo8,0.06057,0.0,na,0.0606,,,,,
JVASP-133576,Mn3O4F2,-1.9959,0.0,na,0.0,,,,,
JVASP-142287,ThGe12Pt4,-0.40798,0.0,na,0.0,,,,,
JVASP-143805,Rb2MoO2F4,-2.64166,1.62,na,0.14,,,,,
JVASP-137974,Al2O,-0.09423,0.0,0.0,1.7465,,,,,
JVASP-135572,NaSbSe,0.0005,0.0,0.0,0.7108,,,,,
JVASP-136056,SiBiO,0.413,0.0,na,1.8644,,,,,
JVASP-142897,Lu2Pt,-1.08186,0.0,na,0.0,,,,,
JVASP-135014,NaHSe,0.10376,1.529,na,0.7282,,,,,
JVASP-134444,CdSI,0.2952,0.0,na,0.8123,,,,,
JVASP-133940,BaSiO3,-2.81543,2.783,na,0.3362,,,,,
JVASP-141976,ZrAlMo,-0.3418,0.0,na,0.0086,,,,,
JVASP-124610,SnO7,-0.34053,0.629,na,0.3403,,,,,
JVASP-138791,C2F,-0.08269,0.0,0.0,0.6749,,,,,
JVASP-125435,H3S,0.10797,0.0,na,0.2119,,,,,
JVASP-139598,NaSeO,-0.83793,0.0,0.0,0.3076,,,,,
JVASP-138490,AgP2,0.26818,0.0,na,0.2855,,,,,
JVASP-134158,RbBiCl,-0.36039,0.0,na,1.0336,,,,,
JVASP-131946,I3Kr,0.06075,0.0,na,0.0607,,,,,
JVASP-132464,InS31,0.00686,0.0,na,0.0699,,,,,
JVASP-136904,Li2LaO3,-2.38201,0.0,na,0.2314,,,,,
JVASP-111483,YTaBi2O7,-2.4932,2.411,na,0.0,,,,,
JVASP-137694,BaTiI6O18,-0.98075,2.608,na,0.0,,,,,
JVASP-132958,FeP2O7,-1.86163,0.0,na,0.0055,,,,,
JVASP-135314,LiSbO,-0.22325,0.0,0.0,1.2801,,,,,
JVASP-137142,AsPCl,0.17339,0.0,na,0.4831,,,,,
JVASP-134746,TlGeF,-0.85649,0.0,0.0,0.3738,,,,,
JVASP-136613,RbSnF2,-2.02904,0.0,na,0.3467,,,,,
JVASP-129976,Pu7Mo,0.20992,0.0,na,0.6364,,,,,
JVASP-123513,U3Pd,-0.05576,0.0,na,0.1329,,,,,
JVASP-135815,BaSnBr,-0.57506,0.0,na,0.9293,,,,,
JVASP-139055,MgHSe2,-0.40757,0.0,0.0,0.2966,,,,,
JVASP-133204,Li7Mn2Co3O12,-1.8327,0.0,na,0.11,,,,,
JVASP-143573,LiV2O2F3,-2.77041,0.0,na,0.0823,,,,,
JVASP-130744,Ho8Br,-0.2554,0.0,na,0.0163,,,,,
JVASP-136340,SClF2,-0.32877,0.0,na,0.73,,,,,
JVASP-144273,TiO2,-3.05466,1.482,na,0.2085,,,,,
JVASP-144743,Na2FeNiF7,-2.4128,0.013,na,0.0008,,,,,
JVASP-144510,HoAlPt,-1.22557,0.0,na,0.0,,,,,
JVASP-138232,HfBiO2,-1.39669,0.0,na,1.4608,,,,,
JVASP-141481,La2MgS4,-2.02597,2.204,na,0.0715,,,,,
JVASP-140997,Li2MnOF2,-2.4708,0.35,na,0.0,,,,,
JVASP-144045,Li4Cu3Ni3Te2O16,-1.24333,0.0,na,0.0312,,,,,
JVASP-141247,LaBr3O7,-0.7684,2.048,na,0.1124,,,,,
JVASP-135015,NaHSe2,-0.09543,0.0,0.0,0.3729,,,,,
JVASP-131949,NaI3,-0.64574,1.055,na,0.0377,,,,,
JVASP-135573,NaSbSe,-0.17495,0.0,0.0,0.5354,,,,,
JVASP-141682,Li3Mn2CoO6,-1.8892,0.047,na,0.0828,,,,,
JVASP-134159,RbBiCl2,-0.98871,0.0,na,0.385,,,,,
JVASP-140297,Y4MgCo,-0.19828,0.0,na,0.0,,,,,
JVASP-133942,BaSiO3,-2.68894,1.175,na,0.4627,,,,,
JVASP-139316,Li2C,0.51938,0.0,na,0.6095,,,,,
JVASP-136057,SiBiO3,-1.58025,0.0,na,0.6561,,,,,
JVASP-125438,H3Se,0.13976,0.0,na,0.1408,,,,,
JVASP-142900,NClO,0.02476,1.547,na,0.1191,,,,,
JVASP-137975,AlO,-2.04709,0.0,0.0,0.714,,,,,
JVASP-111485,TbCuPbS3,-1.21254,1.623,na,0.0128,,,,,
JVASP-124612,TaO7,-0.75575,0.0,na,0.5823,,,,,
JVASP-140534,Sr2NiClO3,-2.29039,0.0,na,0.0,,,,,
JVASP-134445,Cd3SI,-0.05701,0.0,0.0,0.3886,,,,,
JVASP-143806,PrZrNO2,-2.95792,1.998,na,0.0,,,,,
JVASP-144275,KCuO,-1.16446,1.299,na,0.0,,,,,
JVASP-142288,YbSr2TaO6,-3.10089,0.033,na,0.0707,,,,,
JVASP-141978,ZnNi4O10,-0.73329,0.0,na,0.1514,,,,,
JVASP-139926,Y2Al9Ir3,-0.90403,0.0,na,0.0,,,,,
JVASP-135816,BaSnBr,-0.29103,0.0,na,1.2134,,,,,
JVASP-136905,Li2LaO2,-2.36537,0.0,na,0.1404,,,,,
JVASP-137143,AsPCl2,0.69589,0.0,na,1.1604,,,,,
JVASP-138491,BN2,2.75093,0.0,na,3.682,,,,,
JVASP-140752,V4P3,-0.82723,0.0,na,0.0,,,,,
JVASP-134747,TlGeF3,-2.11153,3.084,3.972,0.0176,,,,,
JVASP-139056,MgHSe,0.20425,0.0,0.0,1.111,,,,,
JVASP-135316,LiSbO3,-1.51193,0.0,0.729,0.3171,,,,,
JVASP-129979,Pu7Nb,0.23248,0.0,na,0.659,,,,,
JVASP-123516,PrU3,0.39979,0.0,na,0.403,,,,,
JVASP-130747,CeHo8,-0.00395,0.0,na,0.0,,,,,
JVASP-136614,RbSnF3,-2.64873,3.52,4.668,0.0047,,,,,
JVASP-138793,CF2,-0.25448,0.315,1.419,1.2575,,,,,
JVASP-133578,Li3MnCo2O6,-1.77122,0.0,0.0,0.064,,,,,
JVASP-135574,NaSb,-0.00726,0.0,na,0.3712,,,,,
JVASP-141249,CdPNO5,-1.2775,2.249,na,0.0665,,,,,
JVASP-136341,SbClF,-1.34584,0.0,na,0.1334,,,,,
JVASP-139600,NaSiO2,-1.69175,0.0,na,0.75,,,,,
JVASP-141482,TaCr3Ag2S8,-0.67352,0.135,na,0.0338,,,,,
JVASP-132960,TmMn4Cu3O12,-1.7978,0.0,na,0.0038,,,,,
JVASP-132465,IrS31,0.04263,0.225,na,0.1049,,,,,
JVASP-142905,Tb5Si3C,-0.6379,0.0,na,0.0221,,,,,
JVASP-133943,BaSiO,0.16916,0.0,na,2.2293,,,,,
JVASP-144744,La3Mo2O10,-2.9691,0.042,na,0.0561,,,,,
JVASP-140298,TlHg5Br11,-0.42089,1.892,na,0.0,,,,,
JVASP-111488,SrCaU2O8,-3.48015,2.231,na,0.0009,,,,,
JVASP-135017,NaHSe,-0.62442,2.506,na,0.0,,,,,
JVASP-133205,Li7Mn2Co3O12,-1.89868,0.406,na,0.044,,,,,
JVASP-131955,PrI3,-1.28615,1.593,na,0.0866,,,,,
JVASP-134161,BiSCl,0.22929,0.0,na,0.9499,,,,,
JVASP-138234,HfBiO4,-2.33686,0.0,na,0.1479,,,,,
JVASP-144512,TmZn12,-0.16664,0.0,na,0.0,,,,,
JVASP-143574,Li4FeCu3P4O16,-1.98549,0.0,na,0.0021,,,,,
JVASP-140998,LiVF4,-3.06715,0.132,na,0.0064,,,,,
JVASP-137696,Ba4CaTi5O15,-3.35686,1.709,na,0.0234,,,,,
JVASP-144277,Pr3Rh2,-0.64475,0.0,na,0.0,,,,,
JVASP-139927,ScTl3F6,-2.78672,3.751,na,0.0,,,,,
JVASP-143808,Pr4FeAs4Ru3O4,-1.89308,0.0,na,0.0,,,,,
JVASP-140753,Hf6Co23,-0.27321,0.0,na,0.0,,,,,
JVASP-140535,CoHO2,-1.14476,0.768,na,0.0005,,,,,
JVASP-141683,Li4MnCo2O7,-1.82568,0.0,na,0.082,,,,,
JVASP-137144,AsSCl,0.31011,0.0,na,0.699,,,,,
JVASP-135817,BaSnBr2,-1.10661,0.0,na,0.6596,,,,,
JVASP-138495,CaSn,0.11619,0.0,na,0.8461,,,,,
JVASP-130748,Ho8Cl,-0.31815,0.0,na,0.0136,,,,,
JVASP-136058,SnBiO2,-1.00247,0.0,0.0,0.3444,,,,,
JVASP-134446,Cd3SI,-0.14235,0.0,na,0.3032,,,,,
JVASP-141979,Y2CrSbO7,-2.80445,0.573,na,0.0,,,,,
JVASP-134748,TlGeF3,-2.12389,2.768,na,0.0052,,,,,
JVASP-124617,TiO7,-0.90017,0.176,na,0.3309,,,,,
JVASP-142289,TaSiPt,-0.6291,0.0,0.0,0.0,,,,,
JVASP-136342,SbClF,-1.07721,0.0,na,0.402,,,,,
JVASP-139601,NaSiO2,-1.54782,0.0,na,0.8939,,,,,
JVASP-136906,LaP2,-0.20446,0.0,na,1.0008,,,,,
JVASP-123517,U3Pt,-0.21067,0.0,na,0.1165,,,,,
JVASP-125440,SmH3,-0.56824,0.0,na,0.0691,,,,,
JVASP-129980,NdPu7,0.31655,0.0,na,0.743,,,,,
JVASP-136615,RbTiF,-0.81734,0.0,na,1.0955,,,,,
JVASP-135317,LiScO,-1.71372,0.0,na,0.4495,,,,,
JVASP-144046,Li4Mn2Cr3Co3O16,-1.89002,0.0,na,0.0313,,,,,
JVASP-135576,Na2Sb,-0.29125,0.0,0.0,0.1672,,,,,
JVASP-133945,BaSnO,-0.08434,0.0,na,1.7652,,,,,
JVASP-137978,AlO,-1.78923,0.0,0.0,0.9719,,,,,
JVASP-142914,Li5Mn3O8,-2.1347,0.0,na,0.0293,,,,,
JVASP-139318,LiC2,0.39378,0.0,na,0.4847,,,,,
JVASP-141250,BaPdO5,-1.12499,0.413,na,0.0,,,,,
JVASP-144513,Sm3Pd4,-0.9143,0.0,na,0.0,,,,,
JVASP-139057,Mg2HSe,-0.17419,0.0,0.0,0.6168,,,,,
JVASP-140299,Tb4CdIr,-0.56929,0.0,na,0.0,,,,,
JVASP-134163,BiSCl,0.78889,0.0,na,1.5095,,,,,
JVASP-131960,SeI3,0.10582,0.0,na,0.1058,,,,,
JVASP-141483,Mg2OsN3,-0.42078,0.0,na,0.1259,,,,,
JVASP-144746,Li2Co3NiO8,-1.35889,0.0,na,0.1143,,,,,
JVASP-143577,Li2NbCo3O8,-1.83339,0.79,na,0.0257,,,,,
JVASP-144278,NdMo6Se8,-0.75394,0.0,na,0.0,,,,,
JVASP-139928,NaCeAgTe4,-0.80979,0.0,na,0.0024,,,,,
JVASP-140999,Li6MnO2F4,-2.53627,1.518,na,0.0,,,,,
JVASP-135019,ZnHO,-0.0448,0.0,na,1.017,,,,,
JVASP-135819,BaTeBr,-0.97734,0.0,na,0.836,,,,,
JVASP-138496,SrCa,0.3578,0.0,na,0.3752,,,,,
JVASP-138235,HfBiO2,-2.0056,0.0,na,0.8519,,,,,
JVASP-138795,CF2,1.52847,0.0,na,3.0404,,,,,
JVASP-132466,KS31,-0.05112,0.0,na,0.0415,,,,,
JVASP-133582,Li2V5CuO12,-2.33303,0.0,na,0.0785,,,,,
JVASP-130753,DyHo8,-0.00519,0.0,na,0.0,,,,,
JVASP-142290,TaTlCl6,-1.35971,2.583,na,0.0,,,,,
JVASP-143810,Pr2Cr2Co15,-0.01801,0.0,na,0.0377,,,,,
JVASP-134749,InHF,-0.54763,0.0,na,0.6759,,,,,
JVASP-137698,Rb2LiOs2O6,-1.41656,0.0,na,0.0239,,,,,
JVASP-133207,Li7Mn2Co3O12,-1.90264,0.451,na,0.04,,,,,
JVASP-144515,Mo3S4,-0.73826,0.0,na,0.086,,,,,
JVASP-140754,Tl2VS2O10,-1.48366,0.0,na,0.0395,,,,,
JVASP-134447,Cd3SI,-0.05703,0.0,0.0,0.3886,,,,,
JVASP-136343,SbClF,-0.87372,0.0,na,0.6055,,,,,
JVASP-141984,Pr2Co5Ni5,-0.13036,0.0,na,0.0839,,,,,
JVASP-111496,NdSmFe17N3,-0.2444,0.0,na,0.0825,,,,,
JVASP-136907,LaP,-1.71817,0.0,na,0.0,,,,,
JVASP-132961,LiFeO3,-1.54421,0.135,na,0.0569,,,,,
JVASP-137147,AsSCl,-0.1452,0.0,na,0.2437,,,,,
JVASP-123520,RbU3,0.8019,0.0,na,0.8095,,,,,
JVASP-141251,BaO4,-1.27515,0.0,na,0.0035,,,,,
JVASP-136059,SrBiO,-1.2028,0.0,0.0,0.8143,,,,,
JVASP-129983,Pu7O,-0.47718,0.0,na,0.6084,,,,,
JVASP-133946,BaSnO,-1.24579,0.0,na,0.6038,,,,,
JVASP-135319,LiScO,-1.1139,0.0,0.266,1.0493,,,,,
JVASP-139605,NaSiO2,-1.527,0.0,0.0,0.9147,,,,,
JVASP-124626,ZnO7,0.0942,0.0,na,0.501,,,,,
JVASP-141684,Li7Mn2Co3O12,-1.9236,0.327,na,0.0191,,,,,
JVASP-142929,DyMoC2,-0.37833,0.0,na,0.0,,,,,
JVASP-139058,MgHSe2,0.10761,0.0,na,0.8118,,,,,
JVASP-140300,Tb2MgTiO6,-3.56784,3.224,na,0.0,,,,,
JVASP-131963,SrI3,-1.10115,0.0,na,0.239,,,,,
JVASP-136617,RbTlF,-1.43064,0.0,0.0,0.4822,,,,,
JVASP-144747,Li3Co2Si2O8,-2.13429,0.0,na,0.1172,,,,,
JVASP-139321,Li2C,0.79791,0.0,na,0.8881,,,,,
JVASP-137979,Al2O,-1.12757,0.0,0.0,0.7132,,,,,
JVASP-134164,BiSCl,-0.67218,1.558,na,0.0484,,,,,
JVASP-144047,Li2NbCr3O8,-2.37012,0.576,na,0.0,,,,,
JVASP-143578,Li2MnV4CoO12,-2.26105,0.0,na,0.0521,,,,,
JVASP-125444,TbH3,-0.58427,0.0,na,0.0816,,,,,
JVASP-138236,LiBiI,-0.06601,0.0,na,0.8232,,,,,
JVASP-141484,TiMnN2,-1.08,0.0,na,0.0926,,,,,
JVASP-135577,Na2Sb,-0.44738,0.0,na,0.0111,,,,,
JVASP-135820,BaTeBr,-0.30254,0.0,na,1.5108,,,,,
JVASP-140537,CaMn2O4,-2.17547,0.23,na,0.079,,,,,
JVASP-139929,DySiRh,-1.02476,0.0,0.0,0.0,,,,,
JVASP-138500,BN2,4.72906,0.0,na,5.6601,,,,,
JVASP-135022,ZnHO,-0.58486,0.0,0.0,0.4769,,,,,
JVASP-130758,Ho8Ga,-0.09774,0.0,na,0.0464,,,,,
JVASP-144279,La3Pd4,-0.93542,0.0,na,0.0,,,,,
JVASP-134752,HNF,0.80168,1.498,na,1.82,,,,,
JVASP-138800,CF,1.81583,0.0,na,2.9506,,,,,
JVASP-141000,VOF,-2.64442,0.0,na,0.077,,,,,
JVASP-141252,DyScS3,-2.16989,1.776,na,0.0027,,,,,
JVASP-132467,S31Kr,0.03329,1.575,na,0.0501,,,,,
JVASP-143812,Nd6CdGe2S14,-1.65421,1.984,na,0.0,,,,,
JVASP-144517,YTlP2Se6,-0.65899,1.43,na,0.0,,,,,
JVASP-141985,NaNdF4,-3.87097,7.535,9.147,0.0,,,,,
JVASP-142291,Sr4Mg3Al5,-0.2864,0.0,na,0.0067,,,,,
JVASP-136344,SbClF2,-1.24866,1.389,na,0.6762,,,,,
JVASP-137148,AsSCl,1.16676,0.087,na,1.5557,,,,,
JVASP-136060,SrBiO,-0.07912,0.0,na,1.938,,,,,
JVASP-133947,BaSnO,-0.79071,0.0,na,1.0589,,,,,
JVASP-137703,RuC8N6,0.40707,1.933,na,0.4149,,,,,
JVASP-123522,U3Rh,-0.14072,0.0,na,0.0996,,,,,
JVASP-131971,PmIn,-0.51964,0.0,na,0.0,,,,,
JVASP-144748,LiFeSiO4,-2.19681,0.941,na,0.1051,,,,,
JVASP-129984,Pu7Os,0.17315,0.0,na,0.5996,,,,,
JVASP-134448,CdSI,0.11955,0.0,0.0,0.6367,,,,,
JVASP-133583,SrZnCrP2O8,-2.36641,1.162,na,0.0608,,,,,
JVASP-124627,ZrO7,-0.82878,0.297,na,0.5675,,,,,
JVASP-111498,Nd2UTe5,-1.14503,0.0,na,0.0637,,,,,
JVASP-140301,Tb2CoPtO6,-2.33538,0.0,na,0.0937,,,,,
JVASP-137981,BaNaP,0.44229,0.0,na,1.3415,,,,,
JVASP-136619,RbTlF,-1.16294,0.0,0.0,0.7499,,,,,
JVASP-134168,BiSeCl,-0.09623,0.0,na,0.5911,,,,,
JVASP-139606,NaSnO,-0.16773,0.0,na,1.1631,,,,,
JVASP-144048,LiV2F5,-2.67653,0.846,na,0.1596,,,,,
JVASP-142941,BaScZn3GaO7,-2.35775,2.402,na,0.0,,,,,
JVASP-139322,LiC2,0.49889,0.0,0.0,0.5898,,,,,
JVASP-141485,NaMgN,-0.46325,1.274,na,0.1052,,,,,
JVASP-135320,Li2ScO3,-2.58479,0.0,na,0.1201,,,,,
JVASP-136908,LaP3,-0.77877,0.0,na,0.1461,,,,,
JVASP-133208,Li7Mn2Co3O12,-1.89503,0.264,na,0.0476,,,,,
JVASP-135821,BaTeBr,-1.37221,0.0,na,0.4411,,,,,
JVASP-139059,Mg2HSe,-0.14666,0.0,na,0.6444,,,,,
JVASP-138237,LiBiI,-0.11517,0.0,0.0,0.774,,,,,
JVASP-132963,Li2MnFeB2O6,-2.09393,0.463,na,0.1159,,,,,
JVASP-138501,CdBr2,-0.63732,1.761,na,0.2478,,,,,
JVASP-135578,Na3Sb,-0.135,0.0,0.0,0.3635,,,,,
JVASP-139932,ZnNiTe3O8,-1.13853,0.949,na,0.01,,,,,
JVASP-141253,K,-0.00861,0.0,na,0.0,,,,,
JVASP-140538,Li3Mn4O8,-1.99695,0.0,na,0.0439,,,,,
JVASP-130760,Ho8Ge,-0.11292,0.0,na,0.1349,,,,,
JVASP-144280,YFe4Si2,-0.46336,0.0,na,0.0242,,,,,
JVASP-143813,Nb3WSe8,-0.74475,0.0,na,0.042,,,,,
JVASP-136061,SrBiO,-0.65721,0.0,na,1.3599,,,,,
JVASP-143579,Li2MgCo3O8,-1.62533,0.0,na,0.0581,,,,,
JVASP-133948,BaSrO,-1.53089,0.0,na,0.4862,,,,,
JVASP-141001,V2O3F3,-2.69869,0.184,na,0.0209,,,,,
JVASP-140755,Li2MgH2N2,-0.72336,2.578,na,0.0,,,,,
JVASP-141685,Li4MnCo2O7,-1.7517,0.0,na,0.156,,,,,
JVASP-131978,La3Al,-0.1223,0.0,na,0.1031,,,,,
JVASP-142293,Sr2NdTaCu2O8,-2.61106,0.0,na,0.0,,,,,
JVASP-135025,ZrH2O2,-1.55061,0.0,na,0.6722,,,,,
JVASP-141986,MgCo2P2O8,-2.01185,0.578,na,0.0158,,,,,
JVASP-144749,LiV3O4F8,-2.69862,1.605,na,0.0636,,,,,
JVASP-136345,SiClF,-0.65441,0.0,0.0,1.1507,,,,,
JVASP-138801,AlBiO3,-2.27818,1.568,2.826,0.0745,,,,,
JVASP-124683,Sb5Pd,-0.05822,0.0,na,0.0979,,,,,
JVASP-134449,Cd3SI,-0.30518,0.0,na,0.1404,,,,,
JVASP-137149,AsSCl,0.48476,0.0,na,0.8737,,,,,
JVASP-123525,U3S,-0.3958,0.0,na,0.3369,,,,,
JVASP-139933,TmCu3S3,-0.91632,1.421,na,0.009,,,,,
JVASP-129985,Pu7P,0.01138,0.0,na,0.7325,,,,,
JVASP-136622,RbVF,-0.40249,0.0,na,1.5103,,,,,
JVASP-139607,NaSnO,-0.56313,0.0,na,0.7677,,,,,
JVASP-144518,Ho5Mo2O12,-3.35549,0.041,na,0.0,,,,,
JVASP-134171,TlBiCl,-0.22672,0.0,na,0.4723,,,,,
JVASP-132469,LiS31,-0.03809,0.0,na,0.0498,,,,,
JVASP-136909,Li2Cl,-0.74117,0.0,na,0.5819,,,,,
JVASP-139060,MgH2Se,0.22781,0.0,na,0.9082,,,,,
JVASP-137982,BaNaP,-0.06103,0.0,na,0.8382,,,,,
JVASP-135579,Na2Sb,-0.32942,0.0,na,0.1291,,,,,
JVASP-125448,TiH3,0.06984,0.0,na,0.4488,,,,,
JVASP-140302,TaMnO4,-2.47985,0.044,na,0.0319,,,,,
JVASP-134756,H4NF,-0.88182,6.698,8.099,0.0,,,,,
JVASP-111499,NaZrScO4,-3.34185,3.839,na,0.0255,,,,,
JVASP-133585,LuCuW2O8,-2.44611,1.035,1.1,0.043,,,,,
JVASP-133211,LiFeS2,-0.77964,0.0,na,0.1746,,,,,
JVASP-130761,Ho8H,-0.0842,0.0,na,0.0399,,,,,
JVASP-142947,PrB4ClO8,-2.39804,0.0,na,0.1472,,,,,
JVASP-138502,Cd2Br,-0.12555,0.0,na,0.322,,,,,
JVASP-138238,BiIO,0.33923,0.0,na,1.4284,,,,,
JVASP-144281,Ni3Pb2S2,-0.38514,0.0,na,0.0,,,,,
JVASP-135822,BaTeBr2,-1.16196,0.0,na,0.6043,,,,,
JVASP-143580,Li2CuS2,-0.90676,0.0,na,0.1116,,,,,
JVASP-141486,LiFeN,-0.50905,0.0,na,0.0,,,,,
JVASP-133954,Ba2TaO3,-2.59599,0.0,na,0.101,,,,,
JVASP-132965,Rb3FeO3,-1.51166,0.326,na,0.0221,,,,,
JVASP-143814,Nd2MnRhO6,-2.56657,0.0,na,0.0043,,,,,
JVASP-137704,MnNi2N2,0.05558,0.0,na,0.2461,,,,,
JVASP-140756,Cr22WC6,-0.06135,0.0,na,0.0604,,,,,
JVASP-139323,LiC,1.13348,0.0,na,1.2683,,,,,
JVASP-136063,TaBiO3,-1.92872,0.0,na,0.4588,,,,,
JVASP-141002,Na2FeO4,-1.50796,0.354,na,0.0207,,,,,
JVASP-144049,Li2Fe3O6,-1.71628,0.0,na,0.0145,,,,,
JVASP-131980,La3Au,-0.36719,0.0,na,0.1346,,,,,
JVASP-137151,TcAsCl2,0.10552,0.0,na,0.6484,,,,,
JVASP-139608,NaSnO,0.43523,0.0,na,1.7661,,,,,
JVASP-124692,Sb5Rh,-0.00464,0.0,na,0.2286,,,,,
JVASP-135321,LiScO,-1.59632,0.192,0.643,0.5669,,,,,
JVASP-142295,Sm4CdPd,-0.44513,0.0,na,0.0,,,,,
JVASP-123528,U3Se,-0.26557,0.0,na,0.2619,,,,,
JVASP-136346,SiClF2,-1.26991,0.0,na,1.0754,,,,,
JVASP-136623,RbVF,-0.73008,0.0,na,1.1828,,,,,
JVASP-134174,BiCl3,-0.44261,0.698,na,0.5421,,,,,
JVASP-140539,Li2Ni3SbO8,-1.41833,0.214,na,0.0005,,,,,
JVASP-141987,Na3H5Se4O16,-0.99203,3.499,na,0.0138,,,,,
JVASP-129986,Pu7Pa,0.10018,0.0,na,0.538,,,,,
JVASP-135580,Na3Sb,-0.2885,0.0,na,0.21,,,,,
JVASP-144519,Rb2PaF7,-3.71071,4.075,na,0.0,,,,,
JVASP-139935,U3TiS6,-1.48593,0.0,na,0.0908,,,,,
JVASP-135026,ZrHO,-1.80155,0.0,na,0.3468,,,,,
JVASP-132472,MnS31,0.00898,0.712,na,0.0836,,,,,
JVASP-134450,CdSbI,0.24149,0.0,0.0,0.5449,,,,,
JVASP-136910,Li2Cl,-0.9965,0.0,na,0.3266,,,,,
JVASP-144750,Li2VO2F,-2.70019,0.0,na,0.0337,,,,,
JVASP-111537,Ba3Mo2N2O6,-2.34574,3.048,3.601,0.0,,,,,
JVASP-134757,H4NF,0.11131,0.763,na,0.9931,,,,,
JVASP-141255,Mg17Al11Si,-0.05761,0.0,na,0.0078,,,,,
JVASP-140304,Sm4MgRu,-0.2303,0.0,na,0.0,,,,,
JVASP-137985,Al2O,-1.30064,0.0,0.0,0.5401,,,,,
JVASP-138803,C3F,0.2718,0.0,na,0.8407,,,,,
JVASP-130762,HeHo8,0.16016,0.0,na,0.1619,,,,,
JVASP-139061,MgSiH,0.3585,0.0,0.0,0.5614,,,,,
JVASP-138503,CdBr,-0.38797,0.0,na,0.2784,,,,,
JVASP-138241,BiIO,0.70607,0.0,na,1.7953,,,,,
JVASP-125451,UH3,-0.27382,0.0,na,0.0217,,,,,
JVASP-141487,Ca7Mg2N6,-0.97047,1.294,na,0.0612,,,,,
JVASP-133213,LiCu5P2O8,-1.41505,0.717,na,0.0567,,,,,
JVASP-137153,AsCl,0.3223,0.0,na,0.7868,,,,,
JVASP-139610,NaSnO2,-1.53128,0.0,na,0.2577,,,,,
JVASP-135823,BaGeCl2,-1.1344,0.0,na,0.8876,,,,,
JVASP-144282,Pr2Co17,-0.06182,0.0,na,0.0,,,,,
JVASP-141686,Li4MnCo2O7,-1.84087,0.0,na,0.0668,,,,,
JVASP-134175,BiCl,0.58695,0.215,na,1.2434,,,,,
JVASP-133586,ScZnMo3O8,-2.32367,0.0,na,0.0278,,,,,
JVASP-131982,BaLa3,0.00478,0.0,na,0.0048,,,,,
JVASP-142951,Li2Ge3O8,-1.61546,0.036,na,0.188,,,,,
JVASP-143581,Li2Co3TeO8,-1.33221,0.0,na,0.1383,,,,,
JVASP-143815,Nd2FeNiO6,-2.49804,0.0,na,0.0,,,,,
JVASP-140757,BaDy2S4,-2.32587,1.724,na,0.0,,,,,
JVASP-142296,Sm3Ni3Bi4,-0.61636,0.0,na,0.0215,,,,,
JVASP-144050,LiMn3P4O16,-2.05388,0.0,na,0.0582,,,,,
JVASP-124738,Tb8Dy,-0.00341,0.0,na,0.0,,,,,
JVASP-135323,LiSeO,0.59087,0.491,na,1.9097,,,,,
JVASP-136347,SiClF,-1.14338,1.902,na,0.6618,,,,,
JVASP-133955,BaTaO3,-3.14194,0.0,na,0.0,,,,,
JVASP-123531,U3Sn,0.04826,0.0,na,0.0949,,,,,
JVASP-141004,Li2MnVP2H2O10,-2.14031,0.0,na,0.0,,,,,
JVASP-136624,RbYF,-1.51485,0.0,na,0.437,,,,,
